Date,Open,High,Low,Close,Adj Close,Volume
2010-11-23,11.087500,11.133929,10.948571,11.026071,9.481348,519447600
2010-11-24,11.142857,11.264286,11.133929,11.242857,9.667767,413725200
2010-11-26,11.205000,11.346429,11.176429,11.250000,9.673907,237585600
2010-11-29,11.267857,11.338571,11.120714,11.316786,9.731336,445785200
2010-11-30,11.197857,11.227143,11.102500,11.112500,9.555672,501858000
2010-12-01,11.259643,11.348214,11.250000,11.300000,9.716901,461750800
2010-12-02,11.340357,11.392857,11.246071,11.362500,9.770647,462837200
2010-12-03,11.321786,11.380357,11.297857,11.337143,9.748838,342092800
2010-12-06,11.380000,11.511786,11.372143,11.433929,9.832069,448481600
2010-12-07,11.564286,11.571071,11.361429,11.364643,9.772489,391454000
2010-12-08,11.415357,11.465000,11.325357,11.464643,9.858478,321935600
2010-12-09,11.504643,11.517857,11.393571,11.420000,9.820090,294151200
2010-12-10,11.416071,11.466071,11.378571,11.448571,9.844659,262511200
2010-12-13,11.584643,11.609286,11.464286,11.488214,9.878748,439815600
2010-12-14,11.490357,11.519286,11.392857,11.438929,9.836366,351008000
2010-12-15,11.428571,11.535714,11.399643,11.441429,9.838518,417312000
2010-12-16,11.467500,11.521786,11.432143,11.473214,9.865849,322030800
2010-12-17,11.486786,11.492500,11.436786,11.450357,9.846196,386929200
2010-12-20,11.485714,11.544643,11.365357,11.507500,9.895331,385610400
2010-12-21,11.535714,11.585357,11.501786,11.578571,9.956447,256354000
2010-12-22,11.584286,11.632857,11.555357,11.612857,9.985929,265921600
2010-12-23,11.607143,11.612500,11.541786,11.557143,9.938018,223157200
2010-12-27,11.530357,11.622857,11.482857,11.595714,9.971185,249816000
2010-12-28,11.639643,11.666429,11.609286,11.623929,9.995453,175924000
2010-12-29,11.650714,11.658929,11.610714,11.617500,9.989920,163139200
2010-12-30,11.624286,11.625357,11.537500,11.559286,9.939864,157494400
2010-12-31,11.533929,11.552857,11.475357,11.520000,9.906079,193508000
2011-01-03,11.630000,11.795000,11.601429,11.770357,10.121364,445138400
2011-01-04,11.872857,11.875000,11.719643,11.831786,10.174186,309080800
2011-01-05,11.769643,11.940714,11.767857,11.928571,10.257413,255519600
2011-01-06,11.954286,11.973214,11.889286,11.918929,10.249121,300428800
2011-01-07,11.928214,12.012500,11.853571,12.004286,10.322517,311931200
2011-01-10,12.101071,12.258214,12.041786,12.230357,10.516920,448560000
2011-01-11,12.317143,12.320000,12.123929,12.201429,10.492042,444108000
2011-01-12,12.258929,12.301071,12.214286,12.300714,10.577421,302590400
2011-01-13,12.327143,12.380000,12.280357,12.345714,10.616113,296780400
2011-01-14,12.353214,12.445714,12.301429,12.445714,10.702106,308840000
2011-01-18,11.768571,12.312857,11.642857,12.166071,10.461638,1880998000
2011-01-19,12.441071,12.450000,12.031429,12.101429,10.406054,1135612800
2011-01-20,12.015357,12.082143,11.790000,11.881429,10.216875,764789200
2011-01-21,11.920357,11.960000,11.665357,11.668571,10.033841,754401200
2011-01-24,11.673929,12.051786,11.668571,12.051786,10.363362,574683200
2011-01-25,12.011786,12.194286,11.948929,12.192857,10.484672,546868000
2011-01-26,12.248571,12.342857,12.196429,12.280357,10.559914,506875600
2011-01-27,12.277857,12.310357,12.243929,12.257500,10.540259,285026000
2011-01-28,12.291786,12.300000,11.911786,12.003571,10.321906,592057200
2011-01-31,11.992857,12.144286,11.939286,12.118571,10.420792,377246800
2011-02-01,12.189286,12.344643,12.177857,12.322500,10.596152,426633200
2011-02-02,12.301786,12.330357,12.269643,12.297143,10.574347,258955200
2011-02-03,12.278571,12.294286,12.091071,12.265714,10.547321,393797600
2011-02-04,12.272857,12.382143,12.268214,12.375000,10.641298,321840400
2011-02-07,12.424643,12.616071,12.415714,12.567143,10.806523,485021600
2011-02-08,12.631429,12.697143,12.576786,12.685714,10.908483,381040800
2011-02-09,12.685357,12.821429,12.673929,12.791429,10.999385,482745200
2011-02-10,12.763929,12.857143,12.428571,12.662143,10.888210,928550000
2011-02-11,12.669643,12.778571,12.626429,12.744643,10.959155,367572800
2011-02-14,12.742500,12.838571,12.739643,12.827857,11.030712,310416400
2011-02-15,12.828214,12.856071,12.769643,12.853571,11.052823,284174800
2011-02-16,12.885714,13.032143,12.875000,12.968929,11.152017,481157600
2011-02-17,12.758929,12.866786,12.732857,12.796429,11.003684,530583200
2011-02-18,12.811071,12.839286,12.482857,12.520000,10.765984,816057200
2011-02-22,12.219643,12.335714,12.061429,12.093214,10.398990,872555600
2011-02-23,12.098929,12.308571,12.093214,12.236429,10.522141,671854400
2011-02-24,12.286429,12.326786,12.084643,12.245714,10.530123,499900800
2011-02-25,12.330714,12.443929,12.314286,12.434286,10.692277,380018800
2011-02-28,12.544286,12.680357,12.540000,12.614643,10.847367,403074000
2011-03-01,12.695357,12.704286,12.417143,12.475357,10.727593,456136800
2011-03-02,12.498571,12.655357,12.442857,12.575714,10.813891,602590800
2011-03-03,12.756786,12.849643,12.711429,12.841429,11.042382,500788400
2011-03-04,12.859643,12.867500,12.776786,12.857143,11.055893,453266800
2011-03-07,12.907143,12.916786,12.546786,12.691429,10.913398,546123200
2011-03-08,12.675357,12.764286,12.580357,12.705714,10.925680,356316800
2011-03-09,12.667500,12.670000,12.521429,12.588214,10.824638,453306000
2011-03-10,12.468571,12.491786,12.317857,12.381071,10.646519,507539200
2011-03-11,12.333214,12.582857,12.321429,12.571071,10.809897,471080400
2011-03-14,12.613571,12.731429,12.546786,12.627143,10.858118,435957200
2011-03-15,12.217857,12.422857,12.146429,12.336786,10.608440,721081200
2011-03-16,12.214286,12.250000,11.652143,11.786071,10.134875,1162011200
2011-03-17,12.029643,12.128929,11.809286,11.951429,10.277070,659422400
2011-03-18,12.040357,12.078571,11.785714,11.809643,10.155145,753214000
2011-03-21,11.999643,12.133571,11.973571,12.117857,10.420177,409402000
2011-03-22,12.234286,12.236429,12.112143,12.185714,10.478530,325922800
2011-03-23,12.117143,12.150714,11.998214,12.113929,10.416800,372996400
2011-03-24,12.208929,12.357143,12.102143,12.320357,10.594311,404712000
2011-03-25,12.431071,12.573571,12.393571,12.555000,10.796080,448910000
2011-03-28,12.612500,12.654286,12.515714,12.515714,10.762299,309355200
2011-03-29,12.416429,12.534286,12.359286,12.534286,10.778268,352900800
2011-03-30,12.522857,12.531429,12.408571,12.451071,10.706712,329406000
2011-03-31,12.370000,12.492857,12.359286,12.446786,10.703026,274019200
2011-04-01,12.539643,12.556786,12.260714,12.305714,10.581715,418661600
2011-04-04,12.296786,12.307143,12.085714,12.185357,10.478225,460084800
2011-04-05,12.035357,12.223214,12.000000,12.103214,10.407590,482731200
2011-04-06,12.186429,12.282143,12.040714,12.072857,10.381486,402539200
2011-04-07,12.075000,12.158214,12.001071,12.074286,10.382711,373447200
2011-04-08,12.140000,12.148214,11.926786,11.966429,10.289967,377535200
2011-04-11,11.930714,11.988214,11.786429,11.814286,10.159135,398946800
2011-04-12,11.803214,11.918929,11.792857,11.871429,10.208276,425639200
2011-04-13,11.965000,12.005000,11.875714,12.004643,10.322826,346220000
2011-04-14,11.957143,12.000000,11.859286,11.872143,10.208890,301800800
2011-04-15,11.903571,11.915714,11.671429,11.695000,10.056561,453605600
2011-04-18,11.646429,11.865357,11.434286,11.851786,10.191384,609898800
2011-04-19,11.896429,12.070714,11.846786,12.066429,10.375954,419378400
2011-04-20,12.268214,12.348214,12.196429,12.228929,10.515693,700666400
2011-04-21,12.678571,12.683214,12.447143,12.525000,10.770284,753810400
2011-04-25,12.512143,12.633929,12.510714,12.607500,10.841225,266546000
2011-04-26,12.629286,12.678214,12.476786,12.515000,10.761683,338800000
2011-04-27,12.580000,12.583929,12.396429,12.505357,10.753392,356213200
2011-04-28,12.363929,12.491071,12.340000,12.383929,10.648976,360959200
2011-04-29,12.385000,12.641071,12.381071,12.504643,10.752778,1006345200
2011-05-02,12.490714,12.516786,12.339286,12.367143,10.634542,442713600
2011-05-03,12.428214,12.496071,12.343571,12.435714,10.693504,313348000
2011-05-04,12.437857,12.565357,12.388571,12.484643,10.735583,389250400
2011-05-05,12.442857,12.533929,12.358929,12.383929,10.648976,335969200
2011-05-06,12.488929,12.500000,12.364643,12.380714,10.646210,280134400
2011-05-09,12.423571,12.471429,12.376071,12.414286,10.675080,204747200
2011-05-10,12.460357,12.488929,12.380714,12.480357,10.731894,282091600
2011-05-11,12.465000,12.500000,12.330000,12.401071,10.663718,336000000
2011-05-12,12.361429,12.397143,12.223929,12.377500,10.643447,322000000
2011-05-13,12.345000,12.366071,12.155357,12.160714,10.457034,326116000
2011-05-16,12.114286,12.186429,11.878571,11.903571,10.235916,449775200
2011-05-17,11.857143,12.005000,11.811786,12.005000,10.323134,452334400
2011-05-18,12.016786,12.180357,12.000000,12.138214,10.437685,334776400
2011-05-19,12.217143,12.228929,12.095357,12.161786,10.457952,261170000
2011-05-20,12.127143,12.176786,11.965000,11.972143,10.294883,337968400
2011-05-23,11.784643,11.999286,11.765000,11.942857,10.269693,383600000
2011-05-24,11.982143,11.996429,11.833571,11.863929,10.201826,321927200
2011-05-25,11.908214,12.091429,11.887500,12.027857,10.342788,294224000
2011-05-26,11.998929,12.031786,11.943929,11.964286,10.288123,222560800
2011-05-27,11.957143,12.058214,11.939643,12.050357,10.362135,203599200
2011-05-31,12.182143,12.422500,12.178571,12.422500,10.682141,417754400
2011-06-01,12.459643,12.576071,12.308929,12.339643,10.610895,554682800
2011-06-02,12.375000,12.427857,12.296429,12.360714,10.629012,338783200
2011-06-03,12.256429,12.333214,12.214643,12.265714,10.547321,313250000
2011-06-06,12.346429,12.394643,12.064643,12.072857,10.381486,461941200
2011-06-07,12.077500,12.079286,11.853571,11.858571,10.197216,529785200
2011-06-08,11.849286,11.957143,11.808929,11.865714,10.203362,333723600
2011-06-09,11.901786,11.916786,11.812500,11.838929,10.180327,275088800
2011-06-10,11.805357,11.845000,11.625357,11.639286,10.008657,433955200
2011-06-13,11.685714,11.725357,11.609643,11.664286,10.030155,329473200
2011-06-14,11.785714,11.901786,11.761071,11.872857,10.209505,334569200
2011-06-15,11.776786,11.796429,11.602857,11.669643,10.034760,399196000
2011-06-16,11.675000,11.738571,11.368929,11.612857,9.985929,510591200
2011-06-17,11.749643,11.758929,11.405714,11.437857,9.835445,615020000
2011-06-20,11.334286,11.346429,11.089286,11.261429,9.683733,640645600
2011-06-21,11.310000,11.635714,11.257143,11.617857,9.990229,493382400
2011-06-22,11.612857,11.746429,11.513571,11.521786,9.907616,390583200
2011-06-23,11.390714,11.846071,11.361429,11.829643,10.172344,559759200
2011-06-24,11.834643,11.898214,11.610357,11.655357,10.022475,439807200
2011-06-27,11.699643,11.925000,11.687500,11.858571,10.197216,339813600
2011-06-28,11.916071,12.025000,11.908571,11.973571,10.296105,294299600
2011-06-29,12.001429,12.013214,11.852857,11.930000,10.258640,352545200
2011-06-30,11.953571,12.004643,11.887143,11.988214,10.308697,322954800
2011-07-01,11.998214,12.267857,11.935714,12.259286,10.541796,435313200
2011-07-05,12.250000,12.493929,12.232143,12.479643,10.731277,355054000
2011-07-06,12.462500,12.646429,12.382500,12.562857,10.802836,444626000
2011-07-07,12.666786,12.785714,12.642857,12.757143,10.969903,399663600
2011-07-08,12.619286,12.857143,12.578571,12.846786,11.046986,489633200
2011-07-11,12.726429,12.848929,12.600714,12.642857,10.871630,442674400
2011-07-12,12.626071,12.774286,12.450714,12.633929,10.863953,451609200
2011-07-13,12.797500,12.857143,12.727857,12.786429,10.995090,391638800
2011-07-14,12.893214,12.914643,12.726429,12.777500,10.987410,430533600
2011-07-15,12.898929,13.035714,12.827500,13.032857,11.206989,484467200
2011-07-18,13.051071,13.380357,13.045714,13.350000,11.479702,572653200
2011-07-19,13.500000,13.523214,13.332857,13.458929,11.573372,819145600
2011-07-20,14.147143,14.152500,13.785714,13.817857,11.882014,941340400
2011-07-21,13.819643,13.930714,13.710714,13.831786,11.893992,526534400
2011-07-22,13.868571,14.108929,13.848214,14.046429,12.078565,516728800
2011-07-25,13.941071,14.285714,13.915000,14.232143,12.238260,589806000
2011-07-26,14.285714,14.446429,14.274286,14.407500,12.389052,476582400
2011-07-27,14.306786,14.380000,14.005357,14.021071,12.056762,659324400
2011-07-28,13.986429,14.178214,13.861786,13.993571,12.033109,594034000
2011-07-29,13.844286,14.112500,13.714286,13.945714,11.991956,632584400
2011-08-01,14.206429,14.267857,14.013214,14.169643,12.184517,612836000
2011-08-02,14.201786,14.210714,13.869643,13.889643,11.943745,639539600
2011-08-03,13.963571,14.055357,13.651429,14.020357,12.056144,732508000
2011-08-04,13.907500,13.975714,13.476786,13.477500,11.589339,871407600
2011-08-05,13.587143,13.696429,12.948929,13.343571,11.474173,1204590800
2011-08-08,12.917500,13.134643,12.607857,12.614643,10.847367,1143833600
2011-08-09,12.903571,13.378929,12.678571,13.357500,11.486154,1082583600
2011-08-10,13.255357,13.380357,12.946429,12.988929,11.169219,878656800
2011-08-11,13.232857,13.408929,13.025714,13.346429,11.476630,741969200
2011-08-12,13.502500,13.558571,13.365357,13.463929,11.577671,528976000
2011-08-15,13.558214,13.748929,13.503214,13.693214,11.774836,460544000
2011-08-16,13.625714,13.691786,13.430714,13.588571,11.684852,498750000
2011-08-17,13.653929,13.732857,13.500000,13.587143,11.683623,442061200
2011-08-18,13.244286,13.308929,12.906071,13.073214,11.241695,851435200
2011-08-19,12.934643,13.107143,12.714286,12.715357,10.933970,775888400
2011-08-22,13.018214,13.031429,12.681786,12.730000,10.946565,535315200
2011-08-23,12.867857,13.344286,12.750000,13.342857,11.473561,656835200
2011-08-24,13.338214,13.534286,13.235714,13.435000,11.552796,626267600
2011-08-25,13.038571,13.408929,13.035714,13.347143,11.477246,871346000
2011-08-26,13.256071,13.707143,13.242857,13.699286,11.780051,641477200
2011-08-29,13.863571,13.982143,13.857143,13.927500,11.976296,405269200
2011-08-30,13.866071,13.994286,13.793214,13.928214,11.976912,417922400
2011-08-31,13.948929,14.002857,13.637857,13.743929,11.818443,522586400
2011-09-01,13.779286,13.833571,13.597143,13.608214,11.701739,343725200
2011-09-02,13.383571,13.500000,13.279643,13.358929,11.487382,438939200
2011-09-06,13.120357,13.583214,13.088571,13.562143,11.662126,509698000
2011-09-07,13.770000,13.771429,13.642857,13.711786,11.790804,350576800
2011-09-08,13.657143,13.878929,13.653929,13.719286,11.797256,416158400
2011-09-09,13.711786,13.785714,13.393571,13.481429,11.592720,564813200
2011-09-12,13.321429,13.602857,13.282143,13.569286,11.668268,467832400
2011-09-13,13.647857,13.793214,13.580357,13.736429,11.811995,440560400
2011-09-14,13.822143,14.007500,13.777143,13.903571,11.955722,534724400
2011-09-15,13.979643,14.059286,13.925000,14.034286,12.068122,417818800
2011-09-16,14.126429,14.303571,14.108214,14.303571,12.299682,698513200
2011-09-19,14.178571,14.758214,14.114286,14.701071,12.641490,823860800
2011-09-20,14.830357,15.102143,14.685357,14.766071,12.697386,775754000
2011-09-21,14.987143,15.056786,14.714286,14.719286,12.657156,605976000
2011-09-22,14.322500,14.636429,14.167857,14.350714,12.340218,968480800
2011-09-23,14.295714,14.526429,14.280357,14.439286,12.416384,546277200
2011-09-26,14.280714,14.427857,13.975000,14.398929,12.381678,812876400
2011-09-27,14.597500,14.616071,14.216429,14.259286,12.261599,632497600
2011-09-28,14.292500,14.419286,14.161071,14.178929,12.192502,429637600
2011-09-29,14.354286,14.364643,13.793214,13.948929,11.994723,651086800
2011-09-30,13.825714,13.888929,13.613571,13.618571,11.710650,547640800
2011-10-03,13.584643,13.665714,13.327500,13.378571,11.504272,669099200
2011-10-04,13.377500,13.635714,12.651429,13.303571,11.439778,1233677200
2011-10-05,13.137857,13.565000,12.867857,13.508929,11.616369,786469600
2011-10-06,13.333214,13.742143,13.278571,13.477500,11.589339,812582400
2011-10-07,13.420714,13.490714,13.160357,13.207143,11.356860,535458000
2011-10-10,13.538929,13.886071,13.507500,13.886071,11.940673,442514800
2011-10-11,14.020357,14.399286,13.982143,14.296071,12.293234,605687600
2011-10-12,14.547857,14.616071,14.290714,14.363929,12.351583,622286000
2011-10-13,14.463571,14.586786,14.387500,14.586786,12.543222,426185200
2011-10-14,14.886786,15.071429,14.831071,15.071429,12.959966,573367200
2011-10-17,15.062143,15.239286,14.855000,14.999643,12.898233,686044800
2011-10-18,15.062857,15.171786,14.856786,15.080000,12.967335,881602400
2011-10-19,14.333929,14.586429,14.207143,14.236429,12.241946,1104059600
2011-10-20,14.285714,14.298214,14.078929,14.118214,12.140292,549270400
2011-10-21,14.217857,14.255000,13.955357,14.031071,12.065359,621244400
2011-10-24,14.149286,14.517857,14.121429,14.491786,12.461530,502138000
2011-10-25,14.465357,14.519643,14.192143,14.206071,12.215838,430427200
2011-10-26,14.348571,14.376786,14.041071,14.307143,12.302752,456304800
2011-10-27,14.555714,14.607143,14.353214,14.453214,12.428360,494664800
2011-10-28,14.392857,14.512500,14.375357,14.462500,12.436344,322842800
2011-10-31,14.372143,14.618929,14.323214,14.456429,12.431125,385501200
2011-11-01,14.193214,14.267857,14.043571,14.161071,12.177142,531790000
2011-11-02,14.288929,14.301429,14.111071,14.193214,12.204785,327350800
2011-11-03,14.252500,14.407143,14.120000,14.395357,12.378609,441386400
2011-11-04,14.358214,14.408571,14.255714,14.294286,12.291699,302229200
2011-11-07,14.282500,14.285714,14.147500,14.276071,12.276031,270275600
2011-11-08,14.364643,14.571429,14.341429,14.508214,12.475656,400442000
2011-11-09,14.177500,14.317500,14.079643,14.117143,12.139372,558684000
2011-11-10,14.179643,14.186071,13.648214,13.757857,11.830421,744752400
2011-11-11,13.807500,13.882143,13.580714,13.736429,11.811995,653786000
2011-11-14,13.697143,13.758929,13.507143,13.545000,11.647381,432905200
2011-11-15,13.600000,13.910714,13.551786,13.886786,11.941287,430810800
2011-11-16,13.901786,13.969286,13.725714,13.741786,11.816601,349210400
2011-11-17,13.713571,13.735000,13.410714,13.478929,11.590567,479900400
2011-11-18,13.532857,13.571071,13.388571,13.390714,11.514712,371938000
2011-11-21,13.228571,13.274286,13.068214,13.178929,11.332597,447980400
2011-11-22,13.250714,13.497500,13.247857,13.446786,11.562929,409021200
2011-11-23,13.375357,13.422857,13.102857,13.106786,11.270562,428271200
2011-11-25,13.157857,13.255357,12.975714,12.984643,11.165533,254760800
2011-11-28,13.298214,13.454286,13.226071,13.432857,11.550951,346413200
2011-11-29,13.422857,13.529643,13.221429,13.328571,11.461278,375855200
2011-11-30,13.617500,13.652857,13.510714,13.650000,11.737673,405938400
2011-12-01,13.662143,13.892857,13.598214,13.854643,11.913649,387181200
2011-12-02,13.922500,14.058214,13.877857,13.917857,11.968005,379055600
2011-12-05,14.053214,14.157500,13.942500,14.036071,12.069658,357210000
2011-12-06,14.018214,14.093929,13.906429,13.962500,12.006392,283598000
2011-12-07,13.926071,13.962143,13.812857,13.896071,11.949272,304746400
2011-12-08,13.980357,14.125000,13.936786,13.952143,11.997489,376356400
2011-12-09,14.030357,14.072857,13.965357,14.057857,12.088391,296993200
2011-12-12,13.988571,14.067857,13.908929,13.994286,12.033725,301067200
2011-12-13,14.035714,14.121429,13.825000,13.886071,11.940673,338928800
2011-12-14,13.810714,13.835000,13.488571,13.578214,11.675943,406887600
2011-12-15,13.690357,13.705000,13.511071,13.533571,11.637555,256200000
2011-12-16,13.584286,13.719643,13.556071,13.607857,11.701436,421478400
2011-12-19,13.659643,13.744643,13.588571,13.650357,11.737980,235530400
2011-12-20,13.848571,14.146429,13.830714,14.141071,12.159946,337215200
2011-12-21,14.167500,14.189286,14.000357,14.158929,12.175302,262948000
2011-12-22,14.178571,14.254643,14.146429,14.233929,12.239794,202358800
2011-12-23,14.274643,14.413929,14.267500,14.404643,12.386595,269399200
2011-12-27,14.396429,14.610357,14.393571,14.518929,12.484868,265076000
2011-12-28,14.531786,14.580357,14.333571,14.380000,12.365404,228662000
2011-12-29,14.407143,14.487500,14.303929,14.468571,12.441566,215978000
2011-12-30,14.411071,14.510000,14.410357,14.464286,12.437883,179662000
2012-01-03,14.621429,14.732143,14.607143,14.686786,12.629209,302220800
2012-01-04,14.642857,14.810000,14.617143,14.765714,12.697079,260022000
2012-01-05,14.819643,14.948214,14.738214,14.929643,12.838044,271269600
2012-01-06,14.991786,15.098214,14.972143,15.085714,12.972249,318292800
2012-01-09,15.196429,15.276786,15.048214,15.061786,12.951672,394024400
2012-01-10,15.211071,15.214286,15.053571,15.115714,12.998045,258196400
2012-01-11,15.095714,15.101786,14.975357,15.091071,12.976856,215084800
2012-01-12,15.081429,15.103571,14.955357,15.049643,12.941231,212587200
2012-01-13,14.989286,15.016071,14.952143,14.993214,12.892705,226021600
2012-01-17,15.150000,15.213929,15.105714,15.167857,13.042884,242897200
2012-01-18,15.248571,15.338214,15.225000,15.325357,13.178317,276791200
2012-01-19,15.362500,15.406071,15.232500,15.276786,13.136552,261738400
2012-01-20,15.267500,15.267857,14.991071,15.010714,12.907756,413974400
2012-01-23,15.095357,15.301786,15.082143,15.264643,13.126109,306062400
2012-01-24,15.182143,15.182143,14.983929,15.014643,12.911133,547638000
2012-01-25,16.230000,16.230356,15.847500,15.952143,13.717295,958314000
2012-01-26,16.012857,16.028214,15.826429,15.879643,13.654951,323985200
2012-01-27,15.869286,16.017143,15.848929,15.974286,13.736333,299709200
2012-01-30,15.918214,16.210714,15.906786,16.178928,13.912306,379341200
2012-01-31,16.271070,16.365713,16.181070,16.302856,14.018870,391683600
2012-02-01,16.371786,16.392500,16.269644,16.292500,14.009968,270046000
2012-02-02,16.282143,16.327499,16.213572,16.254286,13.977104,186796400
2012-02-03,16.332144,16.428572,16.270000,16.417143,14.117149,286599600
2012-02-06,16.370714,16.606428,16.364286,16.570356,14.248899,249412800
2012-02-07,16.616072,16.776787,16.592142,16.743929,14.398152,316223600
2012-02-08,16.803572,17.028214,16.775000,17.024286,14.639234,407890000
2012-02-09,17.170000,17.741072,17.162857,17.613214,15.145652,884214800
2012-02-10,17.534286,17.772142,17.448214,17.622143,15.153331,631302000
2012-02-13,17.840357,17.993929,17.753214,17.950001,15.435258,517216000
2012-02-14,18.023571,18.198570,17.928572,18.195000,15.645934,460398400
2012-02-15,18.366428,18.796070,17.746071,17.773930,15.283856,1506120000
2012-02-16,17.553572,18.031786,17.379642,17.936071,15.423281,944552000
2012-02-17,17.968214,18.134644,17.867857,17.932858,15.420515,535805200
2012-02-21,18.102858,18.387501,18.004286,18.387501,15.811467,605595200
2012-02-22,18.324286,18.410357,18.181070,18.322857,15.755876,483302400
2012-02-23,18.395714,18.493929,18.196428,18.442499,15.858755,568027600
2012-02-24,18.559643,18.674999,18.522858,18.657499,16.043634,415072000
2012-02-27,18.618214,18.875000,18.438572,18.777143,16.146519,547582000
2012-02-28,18.855715,19.121786,18.780357,19.121786,16.442883,600387200
2012-02-29,19.341429,19.557501,19.132143,19.372856,16.658775,952011200
2012-03-01,19.577499,19.578930,19.241785,19.445356,16.721115,683270000
2012-03-02,19.437143,19.528570,19.375713,19.470715,16.742926,431712400
2012-03-05,19.479286,19.552856,18.785713,19.041430,16.373781,809124400
2012-03-06,18.702143,19.060356,18.436428,18.937857,16.284718,810238800
2012-03-07,19.171429,19.206429,18.689285,18.953215,16.297926,798520800
2012-03-08,19.096071,19.392500,19.004286,19.356787,16.644947,516457200
2012-03-09,19.436071,19.562143,19.396786,19.470358,16.742619,418919200
2012-03-12,19.606428,19.714287,19.535713,19.714287,16.952368,407282400
2012-03-13,19.912144,20.292143,19.848213,20.289286,17.446817,690855200
2012-03-14,20.644644,21.240000,20.549999,21.056429,18.106482,1418844000
2012-03-15,21.414642,21.428928,20.662500,20.912857,17.983027,1159718000
2012-03-16,20.882856,21.042856,20.642857,20.913214,17.983339,825487600
2012-03-19,21.370358,21.491785,21.037500,21.467857,18.460278,901236000
2012-03-20,21.411072,21.674999,21.124287,21.641430,18.609529,816662000
2012-03-21,21.526428,21.773214,21.478930,21.517857,18.503271,644042000
2012-03-22,21.349285,21.589287,21.268929,21.405001,18.406223,623870800
2012-03-23,21.446072,21.492857,21.228571,21.287500,18.305182,430488800
2012-03-26,21.421070,21.683929,21.259287,21.677856,18.640856,595742000
2012-03-27,21.649286,22.010000,21.645000,21.945715,18.871180,607129600
2012-03-28,22.084999,22.194643,21.796785,22.057858,18.967615,655460400
2012-03-29,21.885000,22.020000,21.686787,21.780714,18.729300,608238400
2012-03-30,21.741785,21.805714,21.355000,21.412500,18.412664,731038000
2012-04-02,21.493929,22.098928,21.442142,22.093929,18.998632,598351600
2012-04-03,22.403570,22.578930,22.232500,22.475714,19.326927,834559600
2012-04-04,22.298214,22.352142,22.035713,22.296785,19.173067,572980800
2012-04-05,22.392143,22.666430,22.264286,22.631430,19.460825,641298000
2012-04-09,22.361786,22.851429,22.332144,22.722500,19.539143,597536800
2012-04-10,22.854643,23.000000,22.357143,22.444286,19.299906,889725200
2012-04-11,22.721430,22.745358,22.262142,22.364286,19.231110,696614800
2012-04-12,22.321428,22.547501,22.160713,22.241785,19.125774,614336800
2012-04-13,22.289642,22.310715,21.553928,21.615356,18.587103,859644800
2012-04-16,21.787857,21.795713,20.651787,20.718929,17.816267,1050786800
2012-04-17,20.676430,21.785713,20.425358,21.775000,18.724384,1025528000
2012-04-18,21.918571,22.151787,21.525356,21.726429,18.682621,954531200
2012-04-19,21.436428,21.597500,20.875713,20.980000,18.040760,834719200
2012-04-20,21.120714,21.236429,20.372143,20.463572,17.596685,1030985200
2012-04-23,20.378929,20.595358,19.879286,20.417856,17.557369,966529200
2012-04-24,20.093214,20.274643,19.821428,20.010000,17.206652,1076149200
2012-04-25,21.987143,22.071428,21.642857,21.785713,18.733597,905777600
2012-04-26,21.938213,21.953215,21.504642,21.703571,18.662956,536068400
2012-04-27,21.609644,21.649286,21.446428,21.535713,18.518621,406722400
2012-04-30,21.350000,21.371429,20.821428,20.856428,17.934500,506144800
2012-05-01,20.889286,21.312857,20.758215,20.790358,17.877686,610999200
2012-05-02,20.722857,20.978571,20.673571,20.927856,17.995920,427389200
2012-05-03,21.089287,21.121429,20.725000,20.779285,17.868162,390549600
2012-05-04,20.610001,20.655714,20.184643,20.187500,17.359289,529992400
2012-05-07,20.053572,20.456072,20.043928,20.338572,17.489195,460118400
2012-05-08,20.342142,20.410713,19.954643,20.292143,17.449268,497252000
2012-05-09,20.132143,20.499287,20.030357,20.327856,17.479980,480704000
2012-05-10,20.520714,20.567142,20.301430,20.375713,17.521130,333200000
2012-05-11,20.178572,20.516787,20.155357,20.239643,17.404127,399546000
2012-05-14,20.091785,20.268213,19.914286,19.936428,17.143396,352626400
2012-05-15,20.051786,20.115000,19.705357,19.756071,16.988302,476336000
2012-05-16,19.787500,19.888929,19.322857,19.502857,16.770561,560896000
2012-05-17,19.475357,19.553572,18.932858,18.932858,16.280418,717220000
2012-05-18,19.070000,19.407499,18.649286,18.942142,16.288403,732292400
2012-05-21,19.089287,20.055000,19.073214,20.045713,17.237370,631106000
2012-05-22,20.341070,20.495714,19.735001,19.891787,17.105009,694870400
2012-05-23,19.910713,20.457144,19.758215,20.377144,17.522364,584897600
2012-05-24,20.566786,20.589287,20.043928,20.190001,17.361441,496230000
2012-05-25,20.163929,20.208929,19.945356,20.081785,17.268381,328507200
2012-05-29,20.389286,20.500000,20.189644,20.438213,17.574873,380508800
2012-05-30,20.328571,20.713928,20.234285,20.684643,17.786785,529429600
2012-05-31,20.740713,20.767857,20.409286,20.633215,17.742561,491674400
2012-06-01,20.327143,20.451786,20.018572,20.035357,17.228460,520987600
2012-06-04,20.053572,20.267857,19.589287,20.153214,17.329811,556995600
2012-06-05,20.045357,20.231071,19.940357,20.101070,17.284966,388214400
2012-06-06,20.277500,20.494642,20.196428,20.409286,17.550003,401455600
